,UNIQUEID,DISBURSED_AMOUNT,ASSET_COST,LTV,BRANCH_ID,SUPPLIER_ID,MANUFACTURER_ID,CURRENT_PINCODE_ID,DATE_OF_BIRTH,EMPLOYMENT_TYPE,DISBURSAL_DATE,STATE_ID,EMPLOYEE_CODE_ID,MOBILENO_AVL_FLAG,AADHAR_FLAG,PAN_FLAG,VOTERID_FLAG,DRIVING_FLAG,PASSPORT_FLAG,PERFORM_CNS_SCORE,PERFORM_CNS_SCORE_DESCRIPTION,PRI_NO_OF_ACCTS,PRI_ACTIVE_ACCTS,PRI_OVERDUE_ACCTS,PRI_CURRENT_BALANCE,PRI_SANCTIONED_AMOUNT,PRI_DISBURSED_AMOUNT,SEC_NO_OF_ACCTS,SEC_ACTIVE_ACCTS,SEC_OVERDUE_ACCTS,SEC_CURRENT_BALANCE,SEC_SANCTIONED_AMOUNT,SEC_DISBURSED_AMOUNT,PRIMARY_INSTAL_AMT,SEC_INSTAL_AMT,NEW_ACCTS_IN_LAST_SIX_MONTHS,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,AVERAGE_ACCT_AGE,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,LOAN_DEFAULT
99064,607476,64582,78700,84.75,61,18207,86,1353,28-09-1977,Self employed,23-10-2018,6,1637,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
5198,618406,54713,79500,71.7,1,22898,86,5104,01-01-1989,Self employed,25-10-2018,3,290,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
31233,546785,73123,86726,85.33,17,20335,86,3252,30-08-1987,Salaried,28-09-2018,17,772,1,1,0,0,0,0,708,D-Very Low Risk,10,7,0,244346,321980,321980,0,0,0,0,0,0,9987,0,4,0,0yrs 7mon,1yrs 3mon,0,0
125696,497287,60463,74775,82.92,5,17980,86,3363,03-02-1987,Self employed,08-09-2018,9,1243,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
226075,599986,52553,66579,81.11,105,20333,45,1194,01-06-1976,Self employed,22-10-2018,6,3363,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
60714,575326,54459,79215,70.06,135,20878,86,1697,05-06-1996,Salaried,13-10-2018,4,1909,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
173006,632032,53578,73624,74.7,10,13612,86,5656,21-02-1984,Self employed,27-10-2018,3,2325,1,1,0,0,0,0,819,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,50525,0,0,0,1yrs 4mon,1yrs 4mon,0,0
80874,448376,65882,90823,74.87,48,22536,51,6319,01-01-1979,Self employed,18-08-2018,5,1732,1,1,0,0,0,0,300,M-Very High Risk,7,2,2,17595,46000,46000,0,0,0,0,0,0,9386,0,0,0,0yrs 11mon,2yrs 0mon,0,1
77315,427280,54259,87587,63.94,63,22003,86,7086,02-04-1986,Salaried,08-08-2018,10,1790,1,1,0,0,0,0,723,D-Very Low Risk,5,4,0,94734,164620,165648,0,0,0,0,0,0,9304,0,0,0,1yrs 5mon,3yrs 9mon,0,0
159593,474659,57459,68998,84.93,18,22832,45,2690,20-01-1988,Self employed,29-08-2018,4,2187,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
224078,548215,64669,77829,84.8,136,22826,49,3702,04-01-1994,Salaried,29-09-2018,8,3287,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
81115,455931,47349,86041,55.79,16,18473,86,3000,18-04-1992,Self employed,22-08-2018,14,230,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
207472,555576,62013,84589,74.95,67,22045,86,1480,03-05-1982,Salaried,03-10-2018,6,2953,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
158710,458801,29484,64944,47.73,255,23658,45,5844,04-07-1994,Self employed,23-08-2018,3,2084,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
35097,621836,50003,75300,67.73,135,20676,86,1794,30-08-1995,Salaried,25-10-2018,4,1640,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
3928,513452,55059,69362,81.75,147,17223,86,2783,31-03-1971,Self employed,17-09-2018,2,45,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
137849,441031,55219,65896,88.02,5,14145,86,3367,08-05-1997,,16-08-2018,9,188,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
16879,479360,34339,61765,57.48,67,18166,86,1512,26-02-1985,Salaried,30-08-2018,6,1327,1,1,0,0,0,0,738,C-Very Low Risk,10,7,0,1146593,1392478,1392478,0,0,0,0,0,0,5720,0,2,0,1yrs 2mon,3yrs 1mon,0,0
217283,527632,49003,65857,76.98,61,15979,86,1365,25-12-1965,Salaried,22-09-2018,6,3187,1,1,0,0,0,0,815,A-Very Low Risk,5,2,0,0,60000,1179,0,0,0,0,0,0,0,0,0,0,1yrs 1mon,2yrs 0mon,0,0
119167,569462,64213,76503,84.96,5,15663,86,3338,28-07-1984,Self employed,11-10-2018,9,259,1,0,0,1,0,0,300,M-Very High Risk,12,1,1,32655,30000,30000,0,0,0,0,0,0,12040,0,0,0,0yrs 11mon,2yrs 6mon,0,0
153987,468929,41146,57936,74.11,254,21251,48,6769,16-05-1991,Salaried,28-08-2018,13,2048,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
116207,524102,78451,106800,74.91,18,17292,48,2686,01-01-1989,Self employed,21-09-2018,4,155,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
122616,513568,44645,57731,80.55,61,21911,86,1368,21-10-1976,Self employed,17-09-2018,6,1008,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
188541,628395,51078,77978,66.69,11,23956,49,5941,12-01-1979,Self employed,26-10-2018,3,2743,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
122690,537716,64419,78903,83.65,5,17980,86,3363,02-11-1986,Self employed,26-09-2018,9,417,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
73924,451839,70623,88138,81.69,34,15196,86,1051,30-07-1989,Salaried,21-08-2018,6,1063,1,1,0,0,0,0,485,K-High Risk,10,5,1,115924,206990,206990,0,0,0,0,0,0,18880,0,2,1,1yrs 3mon,4yrs 0mon,2,0
193107,620233,47349,61399,78.18,2,23616,51,1653,10-10-1993,Salaried,25-10-2018,4,2762,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
122648,497259,58259,121213,49.5,152,15105,48,4916,03-08-1991,Salaried,08-09-2018,3,486,1,0,0,1,0,0,796,B-Very Low Risk,1,0,0,0,0,0,1,0,0,0,0,0,2481,0,0,0,3yrs 4mon,4yrs 0mon,0,0
31776,556081,51353,69160,79.53,5,23643,86,3313,01-04-1990,Self employed,03-10-2018,9,571,1,1,0,0,1,0,657,F-Low Risk,1,1,0,695340,909939,909939,0,0,0,0,0,0,38546,0,0,0,0yrs 11mon,0yrs 11mon,0,0
231640,478677,62327,71200,89.89,135,23550,86,1694,10-06-1983,Self employed,30-08-2018,4,1725,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
232512,513388,49778,76404,67.67,65,23854,86,6814,01-10-1988,Self employed,17-09-2018,13,2513,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
115810,431235,50078,69670,74.64,152,14470,51,6052,05-02-1989,Self employed,10-08-2018,3,1228,1,1,0,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,1yrs 7mon,0,0
174811,451308,70337,98273,75.3,20,23945,49,6166,15-08-1988,Salaried,20-08-2018,5,2393,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,3665,0,0,0,0yrs 6mon,0yrs 6mon,2,0
145744,588014,52803,71175,75.87,68,16603,120,852,01-01-1986,Salaried,19-10-2018,6,759,1,1,0,0,0,0,300,M-Very High Risk,2,1,1,11491,13790,13790,0,0,0,0,0,0,3552,0,0,0,0yrs 7mon,0yrs 8mon,1,1
225191,535634,61657,72225,89.3,249,24034,86,2140,01-06-1973,Self employed,25-09-2018,4,3421,1,1,0,0,0,0,300,M-Very High Risk,4,4,1,1732038,1935000,1935000,0,0,0,0,0,0,76952,0,0,0,4yrs 8mon,6yrs 7mon,0,0
41535,556386,54013,79065,70.83,1,15848,49,5083,13-03-1976,Self employed,03-10-2018,3,1419,1,1,0,0,0,0,564,J-High Risk,1,1,0,16195,60000,60000,0,0,0,0,0,0,3005,0,0,1,2yrs 3mon,2yrs 3mon,1,0
232664,628658,71400,81440,89.94,135,23550,120,1665,13-06-1993,Salaried,27-10-2018,4,2540,1,1,0,0,0,0,652,F-Low Risk,3,2,0,30012,47232,47232,0,0,0,0,0,0,4312,0,1,1,0yrs 6mon,0yrs 7mon,0,0
196600,551170,69169,92265,75.87,5,20973,120,3335,29-09-1996,Salaried,30-09-2018,9,2638,1,0,0,0,1,0,743,C-Very Low Risk,2,1,0,157975,190000,190000,1,1,0,1552,5128,5128,7060,0,1,1,0yrs 10mon,1yrs 4mon,0,0
213788,456273,41684,57464,79.18,74,16846,45,2610,23-02-1994,Salaried,22-08-2018,4,3013,1,1,0,0,0,0,585,I-Medium Risk,3,3,0,0,41640,41640,0,0,0,0,0,0,0,0,0,1,0yrs 11mon,1yrs 2mon,0,0
49140,638689,55259,69758,80.28,104,20379,86,7129,24-01-1989,Self employed,29-10-2018,10,405,1,1,0,0,0,0,726,D-Very Low Risk,7,2,0,532897,847000,847000,0,0,0,0,0,0,11246,0,1,0,0yrs 8mon,1yrs 2mon,1,0
77190,481495,39244,55000,74.55,68,18332,86,858,01-01-1983,Self employed,31-08-2018,6,1515,1,1,0,0,0,0,300,M-Very High Risk,8,1,1,20787,41000,41000,0,0,0,0,0,0,2078,0,0,0,0yrs 11mon,4yrs 7mon,1,0
86716,620151,97890,126300,79.1,2,16785,48,2368,24-08-1979,Self employed,25-10-2018,4,163,1,1,0,0,0,0,424,K-High Risk,21,10,1,64327,186036,186036,0,0,0,0,0,0,28298,0,3,3,1yrs 1mon,4yrs 3mon,1,0
162582,537932,56579,70983,83.12,63,16065,86,7084,01-01-1986,Self employed,26-09-2018,10,2175,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
51813,536316,63213,77991,83.34,77,21772,86,2153,30-08-1987,Salaried,25-09-2018,4,420,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
217259,607843,46449,64031,73.56,34,20520,45,1225,01-01-1975,Self employed,23-10-2018,6,3121,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1707,0,0,0,1yrs 7mon,1yrs 7mon,0,0
183400,607375,41830,58954,74.63,78,17075,48,2069,21-01-1971,Salaried,23-10-2018,4,2449,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
201892,574113,72623,104432,70.86,103,23043,49,6972,02-12-1970,Self employed,13-10-2018,7,2802,1,1,0,0,0,0,680,F-Low Risk,9,4,0,170926,206000,206000,0,0,0,0,0,0,19088,0,3,0,0yrs 9mon,1yrs 10mon,1,0
143658,428391,54013,66566,84.13,146,21980,86,2997,01-01-1963,Salaried,08-08-2018,14,1950,1,1,0,0,0,0,654,F-Low Risk,4,1,0,2601,2601,2601,0,0,0,0,0,0,0,0,0,0,3yrs 4mon,4yrs 11mon,0,0
214619,511732,46605,65248,73.57,18,21537,86,2716,01-01-1972,Self employed,17-09-2018,4,3242,1,0,0,1,0,0,300,M-Very High Risk,8,5,3,392376,804299,804299,0,0,0,0,0,0,13407,0,1,0,2yrs 10mon,7yrs 1mon,0,1
43667,589263,57259,77540,74.8,162,21635,86,1835,17-09-1993,Salaried,19-10-2018,4,503,1,1,0,0,0,0,712,D-Very Low Risk,11,9,0,349861,543730,479340,0,0,0,0,0,0,0,0,4,0,1yrs 3mon,4yrs 0mon,0,0
94657,626433,53303,89425,61.5,1,22163,49,6081,05-07-1978,Self employed,26-10-2018,3,910,1,1,1,0,0,0,588,I-Medium Risk,3,2,0,932970,1020000,1020000,0,0,0,0,0,0,333,0,0,0,1yrs 2mon,2yrs 2mon,1,0
1154,505993,35439,53052,69.74,20,17935,45,6154,13-04-1987,Salaried,14-09-2018,5,714,1,1,0,0,0,0,727,D-Very Low Risk,8,5,0,52718,99499,103038,0,0,0,0,0,0,0,0,4,0,0yrs 7mon,1yrs 7mon,0,0
141385,494570,54233,71701,81.23,5,14347,86,3359,01-01-1978,Self employed,07-09-2018,9,1454,1,1,0,0,0,0,681,E-Low Risk,1,1,0,8746,17500,17500,0,0,0,0,0,0,0,0,1,0,0yrs 3mon,0yrs 3mon,0,0
106603,473807,54259,66700,83.36,67,22727,45,1514,01-01-1973,Self employed,29-08-2018,6,1363,1,1,0,0,0,0,583,I-Medium Risk,3,2,0,0,27600,27600,0,0,0,0,0,0,2167,0,0,0,2yrs 4mon,2yrs 7mon,0,0
226626,573518,45782,66977,73.01,78,17014,45,2083,01-01-1978,Self employed,13-10-2018,4,3459,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
145086,582205,59947,78290,78.55,2,17904,51,1713,16-03-1988,Self employed,16-10-2018,4,1555,1,1,0,0,0,0,752,C-Very Low Risk,2,1,0,7885,25000,7885,0,0,0,0,0,0,0,0,1,0,0yrs 6mon,1yrs 0mon,1,0
158522,469984,36439,74580,50.95,255,23494,51,5844,12-08-1992,Self employed,28-08-2018,3,2079,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
71625,537985,54303,89335,61.57,20,16700,86,6470,01-01-1975,Salaried,26-09-2018,5,152,1,0,0,1,0,0,825,A-Very Low Risk,6,1,0,35922,40000,40000,0,0,0,0,0,0,7250,0,1,0,0yrs 11mon,1yrs 3mon,0,0
93746,552726,54013,67306,83.2,251,23279,86,6875,01-10-1979,Self employed,30-09-2018,13,255,1,0,0,1,0,0,738,C-Very Low Risk,3,2,0,52905,65206,65206,0,0,0,0,0,0,5693,0,1,0,0yrs 7mon,1yrs 0mon,4,0
122501,516349,57759,72951,80.88,159,23266,86,7217,16-02-1997,Salaried,18-09-2018,7,1731,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
58776,510894,26109,68414,39.58,34,16556,86,981,15-09-1970,Self employed,16-09-2018,6,359,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
133599,425063,53803,69683,78.93,136,23982,86,3718,14-08-1999,,07-08-2018,8,1304,1,1,0,0,0,0,771,B-Very Low Risk,1,1,0,4622852,4709250,4709250,0,0,0,0,0,0,0,0,0,0,0yrs 8mon,0yrs 8mon,0,0
3875,456041,55928,70025,84.97,147,17223,86,2786,01-01-1974,Self employed,22-08-2018,2,45,1,1,0,0,0,0,300,M-Very High Risk,9,3,3,70413,86892,86892,0,0,0,0,0,0,8234,0,1,1,0yrs 5mon,0yrs 11mon,0,1
134551,620070,72623,120192,61.57,13,18715,48,4721,07-10-1973,Self employed,25-10-2018,8,765,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
61488,610063,63213,78156,83.17,10,17768,86,5655,01-01-1997,Self employed,24-10-2018,3,1617,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
45955,443448,48749,64580,77.42,67,18532,45,1512,15-08-1970,Salaried,17-08-2018,6,682,1,0,0,1,0,0,300,M-Very High Risk,2,2,1,1343137,1380056,1380056,0,0,0,0,0,0,13270,0,1,1,1yrs 4mon,2yrs 7mon,0,0
143381,644946,61013,79814,78.93,136,18651,48,4301,15-04-1993,Salaried,30-10-2018,8,780,1,1,0,0,0,0,615,H-Medium Risk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 5mon,0yrs 8mon,0,0
138586,429830,30841,43013,74.4,136,14123,48,3703,27-11-1991,Salaried,09-08-2018,8,77,1,1,0,0,0,0,300,M-Very High Risk,3,3,1,170354,240551,240551,0,0,0,0,0,0,2440,0,0,1,4yrs 10mon,9yrs 0mon,0,1
117270,523706,52719,77552,71.0,36,18459,86,6643,17-03-1983,Self employed,20-09-2018,13,552,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
71027,430433,51083,77502,69.68,138,22872,120,3362,10-06-1990,Self employed,10-08-2018,9,1226,1,1,0,0,0,0,690,E-Low Risk,5,1,2,2155982,2200000,2200000,0,0,0,0,0,0,39719,0,0,0,2yrs 0mon,5yrs 8mon,0,1
37687,477828,49349,63744,78.44,64,16461,86,3496,11-10-1993,Self employed,30-08-2018,9,1857,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
209640,425806,42394,52865,83.23,257,23924,45,955,01-01-1997,Self employed,07-08-2018,6,2890,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
190862,511713,55949,66694,85.0,19,14375,86,1888,22-02-1975,Salaried,17-09-2018,4,2538,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,21500,21500,0,0,0,0,0,0,0,0,0,0,5yrs 2mon,5yrs 2mon,0,0
50282,552819,63213,85170,76.32,11,24305,86,5949,17-09-1998,,30-09-2018,3,164,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
203562,566680,57759,76965,77.96,138,24602,86,3418,26-04-1996,Self employed,10-10-2018,9,2769,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
188222,428224,45908,79998,58.75,138,14292,48,3332,25-05-1977,Self employed,08-08-2018,9,2597,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,244000,244000,0,0,0,0,0,0,0,0,0,0,7yrs 8mon,7yrs 8mon,0,0
70006,445093,51578,65000,80.77,2,23170,86,1680,16-09-1988,Self employed,17-08-2018,4,598,1,1,0,0,0,0,583,I-Medium Risk,8,3,1,40512,129605,129605,0,0,0,0,0,0,13376,0,0,1,1yrs 1mon,2yrs 5mon,4,0
53700,527668,73739,104040,74.97,3,16092,51,51,14-11-1988,Self employed,22-09-2018,1,629,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1,0,232,232,232,0,0,0,0,0yrs 10mon,0yrs 10mon,0,0
50756,637147,56013,64550,88.3,67,18129,45,1490,22-08-1999,,29-10-2018,6,909,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
130183,556357,72017,127047,58.4,120,23428,48,6926,01-01-1997,Self employed,03-10-2018,12,695,1,1,0,0,0,0,332,L-Very High Risk,1,1,1,253127,251500,251500,0,0,0,0,0,0,4503,0,1,1,0yrs 1mon,0yrs 1mon,0,0
129584,516598,59213,104402,58.43,104,23386,51,7133,23-10-1995,Self employed,19-09-2018,10,217,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,20340,20340,20340,0,0,0,0,0,0,0,0,1,0,0yrs 1mon,0yrs 1mon,2,0
92472,552039,44893,64296,73.1,61,21911,86,1367,01-01-1991,Self employed,30-09-2018,6,1829,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
167163,580025,48849,77646,64.39,159,23137,86,7212,01-02-1968,Self employed,15-10-2018,7,2261,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
86786,548818,66427,81892,83.21,13,18486,86,4630,30-05-1982,Salaried,29-09-2018,8,499,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,13000,13000,0,0,0,0,0,0,0,0,0,0,4yrs 6mon,4yrs 6mon,0,1
233088,650729,47145,73061,65.7,36,15372,45,6552,01-03-1982,Salaried,31-10-2018,13,2955,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
156705,435438,53078,61214,89.85,79,21556,45,771,01-01-1994,Salaried,13-08-2018,18,2058,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
37712,534282,70123,83942,84.58,19,14375,86,1856,01-01-1986,Self employed,25-09-2018,4,87,1,1,0,0,0,0,564,J-High Risk,4,2,1,63353,71829,71829,0,0,0,0,0,0,3407,0,2,1,0yrs 8mon,1yrs 11mon,1,0
141319,493212,55059,65000,86.15,248,23540,86,1794,22-04-1988,Salaried,06-09-2018,4,113,1,1,0,0,0,0,758,C-Very Low Risk,5,2,0,22320,34774,34774,0,0,0,0,0,0,0,0,1,0,0yrs 7mon,1yrs 7mon,0,0
105991,610249,61213,82000,75.61,2,16204,86,2375,29-01-1993,Salaried,24-10-2018,4,1435,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
61844,482350,52403,78291,68.97,16,21124,86,2987,01-01-1986,Salaried,31-08-2018,14,79,1,0,0,1,0,0,456,K-High Risk,1,1,1,4159,155000,155000,0,0,0,0,0,0,6410,0,0,0,3yrs 6mon,3yrs 6mon,0,0
173454,465253,55659,67819,85.0,79,18169,86,763,22-03-1976,Self employed,26-08-2018,18,2453,1,1,0,0,0,0,652,F-Low Risk,2,1,0,32568,105000,105000,0,0,0,0,0,0,1620,0,0,0,1yrs 4mon,2yrs 1mon,0,0
82872,614063,49763,97683,53.23,20,23185,49,6200,15-02-1976,Self employed,24-10-2018,5,506,1,1,0,0,0,0,669,F-Low Risk,5,2,0,1225758,1650000,1650000,0,0,0,0,0,0,0,0,0,0,1yrs 10mon,4yrs 9mon,0,0
91319,642658,50503,62067,82.97,64,16251,45,3469,09-12-1961,Self employed,30-10-2018,9,989,1,1,0,0,0,0,728,D-Very Low Risk,11,3,0,132562,302000,302000,0,0,0,0,0,0,0,0,1,1,1yrs 2mon,2yrs 1mon,0,0
160464,584731,57063,69387,84.74,79,22815,86,772,07-11-1975,Salaried,17-10-2018,18,2109,1,1,0,0,0,0,393,K-High Risk,8,3,2,33655,110000,110000,0,0,0,0,0,0,17791,0,0,1,1yrs 4mon,2yrs 1mon,0,0
73198,559556,48345,66371,74.88,251,22993,51,6867,28-02-1983,Self employed,06-10-2018,13,694,1,0,1,1,0,0,738,C-Very Low Risk,6,1,0,26267,30000,30000,0,0,0,0,0,0,7473,0,1,0,0yrs 11mon,1yrs 5mon,1,0
83443,621657,62047,89100,70.82,36,24258,48,6689,06-01-1958,Self employed,25-10-2018,13,1057,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
89861,647558,50078,76339,68.12,251,20514,45,6867,01-10-1980,Salaried,31-10-2018,13,860,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
44502,582569,62947,72000,88.89,2,14975,86,1720,12-10-1980,Salaried,16-10-2018,4,746,1,1,0,0,0,0,723,D-Very Low Risk,5,5,0,346852,399628,402194,0,0,0,0,0,0,0,0,1,0,2yrs 0mon,5yrs 1mon,0,0
232075,596847,68169,77500,89.03,135,23618,86,1665,23-08-1997,Salaried,22-10-2018,4,2044,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,22999,29884,29884,0,0,0,0,0,0,5045,0,1,0,0yrs 4mon,0yrs 6mon,1,0
54994,589482,45149,81419,56.25,9,18062,86,5422,01-01-1985,Self employed,20-10-2018,3,608,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
106047,642373,52303,67633,78.36,3,14573,45,57,01-01-1988,Self employed,30-10-2018,1,649,1,1,0,0,0,0,627,H-Medium Risk,4,2,0,197980,202970,202970,0,0,0,0,0,0,3479,0,1,0,0yrs 10mon,2yrs 4mon,2,0
220110,597048,61613,72447,86.96,67,18129,45,1512,02-06-1968,Self employed,22-10-2018,6,3162,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
150472,582715,49703,64930,78.55,67,17530,86,1455,19-03-1992,Salaried,16-10-2018,6,1984,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
